product_name,date,quantity_sold,revenue,customer_id,month,year,category,price_band
Parle Bigger Mango Bite 214.5g,2024-07-07,8.0,825.84,CUST_1317,7,2024,grocery,Low
Luxmi Estates Lemon Balm Honey Ginger Herbal Loose Tea 50gm Tin Caddy | USDA Certified Organic Herbal Tea | Caffeine-Free | 25 Cups,2023-10-27,18.0,6113.34,CUST_8104,10,2023,grocery,Mid
Luxmi Estates Lemon Balm Honey Ginger Herbal Loose Tea 50gm Tin Caddy | USDA Certified Organic Herbal Tea | Caffeine-Free | 25 Cups,2024-04-29,12.0,4075.56,CUST_7222,4,2024,grocery,Low
"Organic Tattva Rajma Chitra, 500g",2024-08-02,9.0,8505.36,CUST_7416,8,2024,grocery,Mid
"Kissan Fresh Tomato Ketchup, 950Gram",2023-11-28,7.0,12607.35,CUST_2130,11,2023,grocery,High
"Kissan Fresh Tomato Ketchup, 950Gram",2024-03-17,8.0,14408.4,CUST_1117,3,2024,grocery,High
"Kissan Fresh Tomato Ketchup, 950Gram",2024-09-03,10.0,18010.5,CUST_8250,9,2024,grocery,High
"Kissan Fresh Tomato Ketchup, 950Gram",2024-04-07,20.0,36021.0,CUST_7786,4,2024,grocery,Premium
Amazon Brand - Vedaka Cold Pressed Peanut (Groundnut) Oil Bottle | 100% Pure & Unrefined | Contains MUFA & Omega-6 PUFA |Contains Tocopherols which are natural antioxidants. | 5 litre,2024-01-27,14.0,21870.24,CUST_4967,1,2024,grocery,Premium
Amazon Brand - Vedaka Cold Pressed Peanut (Groundnut) Oil Bottle | 100% Pure & Unrefined | Contains MUFA & Omega-6 PUFA |Contains Tocopherols which are natural antioxidants. | 5 litre,2024-02-19,18.0,28118.88,CUST_3435,2,2024,grocery,Premium
Amazon Brand - Vedaka Cold Pressed Peanut (Groundnut) Oil Bottle | 100% Pure & Unrefined | Contains MUFA & Omega-6 PUFA |Contains Tocopherols which are natural antioxidants. | 5 litre,2024-05-06,9.0,14059.44,CUST_8264,5,2024,grocery,High
PASUTAM Pure A2 Desi Cow Ghee (350ml) Lab Tested Churned from Vedic Bilona Method Natural and Healthy Helps Boosts Immunity and Better Digestion,2024-01-12,18.0,6086.88,CUST_3174,1,2024,grocery,Mid
PASUTAM Pure A2 Desi Cow Ghee (350ml) Lab Tested Churned from Vedic Bilona Method Natural and Healthy Helps Boosts Immunity and Better Digestion,2024-04-23,17.0,5748.72,CUST_9374,4,2024,grocery,Mid
PASUTAM Pure A2 Desi Cow Ghee (350ml) Lab Tested Churned from Vedic Bilona Method Natural and Healthy Helps Boosts Immunity and Better Digestion,2024-05-18,7.0,2367.12,CUST_1682,5,2024,grocery,Low
"Dabur Honey Squeezy Pack 800g (400gx2, Pack of 2) | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration",2023-12-07,20.0,24837.2,CUST_5997,12,2023,grocery,Premium
"Das Organic Farm A2 Cow Ghee - 100% Grass-Fed, Pure Bilona Method Ghee, Lab Tested, 500 ml | Organic, Non-GMO, Healthy Cooking Fat, Rich in Nutrients & Flavor",2024-08-23,9.0,17134.11,CUST_6953,8,2024,grocery,High
"Das Organic Farm A2 Cow Ghee - 100% Grass-Fed, Pure Bilona Method Ghee, Lab Tested, 500 ml | Organic, Non-GMO, Healthy Cooking Fat, Rich in Nutrients & Flavor",2024-08-19,10.0,19037.9,CUST_7031,8,2024,grocery,High
"Das Organic Farm A2 Cow Ghee - 100% Grass-Fed, Pure Bilona Method Ghee, Lab Tested, 500 ml | Organic, Non-GMO, Healthy Cooking Fat, Rich in Nutrients & Flavor",2024-09-16,4.0,7615.16,CUST_1610,9,2024,grocery,Mid
Nutraj Diwali Dry Fruits Gift Potli (250.5g) | 5Items Combo Pack - Greeting Card + 2 Wax Candle + Cashews 250g & Saffron 0.5g | Snacks Gifting Assorted Gift Hamper,2024-05-20,13.0,18918.64,CUST_2785,5,2024,grocery,High
Nutraj Diwali Dry Fruits Gift Potli (250.5g) | 5Items Combo Pack - Greeting Card + 2 Wax Candle + Cashews 250g & Saffron 0.5g | Snacks Gifting Assorted Gift Hamper,2023-12-05,10.0,14552.8,CUST_4437,12,2023,grocery,High
Nutraj Black Raisins (Kali Kishmish) 400 Gram (200G X 2) | Kali Kishmish | Dry Fruits | Pack Of 2,2024-03-05,9.0,14180.85,CUST_1595,3,2024,grocery,High
Nutraj Black Raisins (Kali Kishmish) 400 Gram (200G X 2) | Kali Kishmish | Dry Fruits | Pack Of 2,2024-01-27,13.0,20483.45,CUST_4145,1,2024,grocery,Premium
Nutraj Black Raisins (Kali Kishmish) 400 Gram (200G X 2) | Kali Kishmish | Dry Fruits | Pack Of 2,2024-08-04,3.0,4726.95,CUST_4398,8,2024,grocery,Low
Nutraj Black Raisins (Kali Kishmish) 400 Gram (200G X 2) | Kali Kishmish | Dry Fruits | Pack Of 2,2024-04-28,15.0,23634.75,CUST_7322,4,2024,grocery,Premium
"Nusspo Hazelnut Cream with Milk and Cocoa Delicious Spread for Breakfast and Snacks, nusspo hazelnut cream spread milk cocoa creamy delicious breakfast chocolate natural versatile topping family favorite energy-boosting No Refined Sugar, Hazelnut Chocolate Spread, No Palm Oil & Low Sodium | Rich in Protein, Calcium & Iron | With Hazelnut. 300gram ( Pack of 1 )",2023-12-12,15.0,22081.5,CUST_5033,12,2023,grocery,Premium
"Nusspo Hazelnut Cream with Milk and Cocoa Delicious Spread for Breakfast and Snacks, nusspo hazelnut cream spread milk cocoa creamy delicious breakfast chocolate natural versatile topping family favorite energy-boosting No Refined Sugar, Hazelnut Chocolate Spread, No Palm Oil & Low Sodium | Rich in Protein, Calcium & Iron | With Hazelnut. 300gram ( Pack of 1 )",2024-02-23,15.0,22081.5,CUST_8754,2,2024,grocery,Premium
"Nusspo Hazelnut Cream with Milk and Cocoa Delicious Spread for Breakfast and Snacks, nusspo hazelnut cream spread milk cocoa creamy delicious breakfast chocolate natural versatile topping family favorite energy-boosting No Refined Sugar, Hazelnut Chocolate Spread, No Palm Oil & Low Sodium | Rich in Protein, Calcium & Iron | With Hazelnut. 300gram ( Pack of 1 )",2024-06-28,6.0,8832.6,CUST_7367,6,2024,grocery,Mid
"Nusspo Hazelnut Cream with Milk and Cocoa Delicious Spread for Breakfast and Snacks, nusspo hazelnut cream spread milk cocoa creamy delicious breakfast chocolate natural versatile topping family favorite energy-boosting No Refined Sugar, Hazelnut Chocolate Spread, No Palm Oil & Low Sodium | Rich in Protein, Calcium & Iron | With Hazelnut. 300gram ( Pack of 1 )",2023-12-16,7.0,10304.7,CUST_8130,12,2023,grocery,High
"Nusspo Hazelnut Cream with Milk and Cocoa Delicious Spread for Breakfast and Snacks,nusspo hazelnut cream spread milk cocoa creamy delicious breakfast chocolate natural versatile topping family favorite energy-boosting No Refined Sugar, Hazelnut Chocolate Spread ,No Palm Oil & Low Sodium | Rich in Protein, Calcium & Iron | With Hazelnut. 300gram ( Pack of 1 )",2024-01-02,17.0,21154.97,CUST_5068,1,2024,grocery,Premium
"Nusspo Hazelnut Cream with Milk and Cocoa Delicious Spread for Breakfast and Snacks,nusspo hazelnut cream spread milk cocoa creamy delicious breakfast chocolate natural versatile topping family favorite energy-boosting No Refined Sugar, Hazelnut Chocolate Spread ,No Palm Oil & Low Sodium | Rich in Protein, Calcium & Iron | With Hazelnut. 300gram ( Pack of 1 )",2024-04-04,13.0,16177.33,CUST_3181,4,2024,grocery,High
"Nusspo Hazelnut Cream with Milk and Cocoa Delicious Spread for Breakfast and Snacks,nusspo hazelnut cream spread milk cocoa creamy delicious breakfast chocolate natural versatile topping family favorite energy-boosting No Refined Sugar, Hazelnut Chocolate Spread ,No Palm Oil & Low Sodium | Rich in Protein, Calcium & Iron | With Hazelnut. 300gram ( Pack of 1 )",2023-10-25,18.0,22399.38,CUST_4408,10,2023,grocery,Premium
Goodness Grocery Moong Dal Wadi | Mangori | Wadian | Moong Dal Vadi | Badi (400 Gm),2024-06-17,14.0,26665.94,CUST_4871,6,2024,grocery,Premium
Goodness Grocery Moong Dal Wadi | Mangori | Wadian | Moong Dal Vadi | Badi (400 Gm),2024-04-04,14.0,26665.94,CUST_1601,4,2024,grocery,Premium
Goodness Grocery Moong Dal Wadi | Mangori | Wadian | Moong Dal Vadi | Badi (400 Gm),2024-04-20,16.0,30475.36,CUST_6774,4,2024,grocery,Premium
Goodness Grocery Moong Dal Wadi | Mangori | Wadian | Moong Dal Vadi | Badi (400 Gm),2023-10-31,13.0,24761.23,CUST_3753,10,2023,grocery,Premium
Goodness Grocery Moong Dal Wadi | Mangori | Wadian | Moong Dal Vadi | Badi (400 Gm),2024-07-10,10.0,19047.1,CUST_6229,7,2024,grocery,High
"Nuts About You SUNFLOWER Seeds, 200 g | Raw | Premium | 100% Natural| Diet Food",2023-11-21,5.0,9261.35,CUST_7650,11,2023,grocery,Mid
"Nuts About You SUNFLOWER Seeds, 200 g | Raw | Premium | 100% Natural| Diet Food",2024-05-24,7.0,12965.89,CUST_7775,5,2024,grocery,High
"Nuts About You SUNFLOWER Seeds, 200 g | Raw | Premium | 100% Natural| Diet Food",2023-11-06,20.0,37045.4,CUST_6862,11,2023,grocery,Premium
"Kurkure Namkeen - Masala Munch, 75g/78g/82g/90g (Weight May Vary)",2024-08-14,18.0,22182.3,CUST_7103,8,2024,grocery,Premium
"Kurkure Namkeen - Masala Munch, 75g/78g/82g/90g (Weight May Vary)",2024-09-24,10.0,12323.5,CUST_2423,9,2024,grocery,High
"Kurkure Namkeen - Masala Munch, 75g/78g/82g/90g (Weight May Vary)",2024-07-04,18.0,22182.3,CUST_9259,7,2024,grocery,Premium
"Kurkure Namkeen - Masala Munch, 75g/78g/82g/90g (Weight May Vary)",2023-11-12,9.0,11091.15,CUST_4487,11,2023,grocery,High
"Kurkure Namkeen - Masala Munch, 75g/78g/82g/90g (Weight May Vary)",2024-08-04,5.0,6161.75,CUST_9148,8,2024,grocery,Mid
MARWAR GROCERY Orange Candy 500GM,2023-11-12,5.0,7469.2,CUST_9088,11,2023,grocery,Mid
MARWAR GROCERY Orange Candy 500GM,2024-05-01,20.0,29876.8,CUST_1361,5,2024,grocery,Premium
"Tata Sampann Organic Moong Chilka Dal, 500 g",2024-02-12,15.0,4399.8,CUST_6298,2,2024,grocery,Low
"Tata Sampann Organic Moong Chilka Dal, 500 g",2023-10-24,10.0,2933.2,CUST_3856,10,2023,grocery,Low
"Tata Sampann Organic Moong Chilka Dal, 500 g",2023-10-22,15.0,4399.8,CUST_7428,10,2023,grocery,Low
"Tata Sampann Organic Moong Chilka Dal, 500 g",2024-08-14,18.0,5279.76,CUST_3706,8,2024,grocery,Mid
"Tata Sampann Organic Moong Chilka Dal, 500 g",2024-08-01,14.0,4106.48,CUST_8869,8,2024,grocery,Low
TOPS Vinegar White - 610 Gram HDPE,2024-06-28,14.0,22685.88,CUST_2051,6,2024,grocery,Premium
TOPS Vinegar White - 610 Gram HDPE,2024-05-25,1.0,1620.42,CUST_3780,5,2024,grocery,Low
MonBangla Premium Handmade Chalkumro Bori (250g),2023-10-06,20.0,13664.8,CUST_8220,10,2023,grocery,High
MonBangla Premium Handmade Chalkumro Bori (250g),2024-09-26,19.0,12981.56,CUST_7383,9,2024,grocery,High
Britannia The Original Bourbon - Creme Biscuit with Chocolate | Buy 4 Get 1 Free | 500gm | Chocolatey Indulgence in every layer,2024-09-11,7.0,13284.18,CUST_8657,9,2024,grocery,High
Britannia The Original Bourbon - Creme Biscuit with Chocolate | Buy 4 Get 1 Free | 500gm | Chocolatey Indulgence in every layer,2024-07-02,6.0,11386.44,CUST_5960,7,2024,grocery,High
Sathi Chawal - Sathi Chaval - Santhi Chawal - Red Rice - Grocery (100 Gram),2024-03-06,5.0,5012.25,CUST_2047,3,2024,grocery,Mid
Badshah Biriyani Masala - 100g | Unique Blend of Spices for Earthy Aroma & Rich Taste | Spice for Regional & Traditional Recipes,2024-09-07,5.0,7439.9,CUST_8829,9,2024,grocery,Mid
Badshah Biriyani Masala - 100g | Unique Blend of Spices for Earthy Aroma & Rich Taste | Spice for Regional & Traditional Recipes,2023-12-01,19.0,28271.62,CUST_4761,12,2023,grocery,Premium
Badshah Biriyani Masala - 100g | Unique Blend of Spices for Earthy Aroma & Rich Taste | Spice for Regional & Traditional Recipes,2024-01-22,15.0,22319.7,CUST_6363,1,2024,grocery,Premium
Badshah Biriyani Masala - 100g | Unique Blend of Spices for Earthy Aroma & Rich Taste | Spice for Regional & Traditional Recipes,2024-01-14,18.0,26783.64,CUST_9465,1,2024,grocery,Premium
Badshah Biriyani Masala - 100g | Unique Blend of Spices for Earthy Aroma & Rich Taste | Spice for Regional & Traditional Recipes,2024-02-17,20.0,29759.6,CUST_6124,2,2024,grocery,Premium
Grocery House Home Made Mukhwas & Churan Black Hing Goli (100 Grams),2024-05-15,19.0,13696.53,CUST_4069,5,2024,grocery,High
Grocery House Home Made Mukhwas & Churan Black Hing Goli (100 Grams),2023-11-01,10.0,7208.7,CUST_5393,11,2023,grocery,Mid
Grocery House Home Made Mukhwas & Churan Black Hing Goli (100 Grams),2024-09-26,3.0,2162.61,CUST_9454,9,2024,grocery,Low
Grocery House Home Made Mukhwas & Churan Black Hing Goli (100 Grams),2023-12-15,1.0,720.87,CUST_9853,12,2023,grocery,Low
Grocery House Home Made Mukhwas & Churan Black Hing Goli (100 Grams),2024-08-21,6.0,4325.22,CUST_4814,8,2024,grocery,Low
"Yogabar Premium Green Raisins 200 Gram|Kishmish|100% Fresh Pure Seedless Kismis Raisins|Munakka Dry Fruit|Rich In Iron, Calcium, Vitamin B & Boosts Immunity|Healthy Snacks|Dry Fruit Gift Pack",2024-06-24,6.0,4320.84,CUST_1537,6,2024,grocery,Low
Sarasu's White-Eyed Peas | Nature's Nutrient-Rich Delight | Rich In Plant Based Protein | Dietary | Fiber | Vitamins | Minerals | 250 Gram,2023-10-31,7.0,11579.05,CUST_5706,10,2023,grocery,High
Sarasu's White-Eyed Peas | Nature's Nutrient-Rich Delight | Rich In Plant Based Protein | Dietary | Fiber | Vitamins | Minerals | 250 Gram,2024-08-23,5.0,8270.75,CUST_2199,8,2024,grocery,Mid
Grocery Farm Indian Walnut Kernels| Wholesome Goodness | Zero Additives | Rich & Delicious Dry Fruits | Nutritious Kashmiri Walnut for Guilt-Free Snacking | Natural Kashmiri Akhrot Giri | Pack of 1 - 200gm,2024-02-20,5.0,6647.5,CUST_4531,2,2024,grocery,Mid
Grocery Farm Indian Walnut Kernels| Wholesome Goodness | Zero Additives | Rich & Delicious Dry Fruits | Nutritious Kashmiri Walnut for Guilt-Free Snacking | Natural Kashmiri Akhrot Giri | Pack of 1 - 200gm,2024-04-27,13.0,17283.5,CUST_3778,4,2024,grocery,High
Grocery Farm Indian Walnut Kernels| Wholesome Goodness | Zero Additives | Rich & Delicious Dry Fruits | Nutritious Kashmiri Walnut for Guilt-Free Snacking | Natural Kashmiri Akhrot Giri | Pack of 1 - 200gm,2024-01-31,5.0,6647.5,CUST_9832,1,2024,grocery,Mid
Grocery Farm Indian Walnut Kernels| Wholesome Goodness | Zero Additives | Rich & Delicious Dry Fruits | Nutritious Kashmiri Walnut for Guilt-Free Snacking | Natural Kashmiri Akhrot Giri | Pack of 1 - 200gm,2023-12-26,2.0,2659.0,CUST_6527,12,2023,grocery,Low
Grocery Farm Sri Lankan Cloves | Rich Aromatic Whole Laung with Warm Flavors | Digestive & Oral Health Support | 100% Natural Lavang | Pack of 1-100 gm,2024-09-17,9.0,5862.96,CUST_9744,9,2024,grocery,Mid
Grocery Farm Sri Lankan Cloves | Rich Aromatic Whole Laung with Warm Flavors | Digestive & Oral Health Support | 100% Natural Lavang | Pack of 1-100 gm,2023-10-19,16.0,10423.04,CUST_3960,10,2023,grocery,High
"Grocery Farm's American Pistachios 200gm | Roasted, Salted, Healthy and Natural Pista | 100% Natural and Preservative-free | Perfect for A Healthy Snacking and Baking Experience",2024-04-01,12.0,17193.12,CUST_8998,4,2024,grocery,High
"Grocery Farm's American Pistachios 200gm | Roasted, Salted, Healthy and Natural Pista | 100% Natural and Preservative-free | Perfect for A Healthy Snacking and Baking Experience",2023-10-28,20.0,28655.2,CUST_3202,10,2023,grocery,Premium
"Grocery Farm's American Pistachios 200gm | Roasted, Salted, Healthy and Natural Pista | 100% Natural and Preservative-free | Perfect for A Healthy Snacking and Baking Experience",2024-03-27,16.0,22924.16,CUST_6069,3,2024,grocery,Premium
"Grocery Farm's American Pistachios 200gm | Roasted, Salted, Healthy and Natural Pista | 100% Natural and Preservative-free | Perfect for A Healthy Snacking and Baking Experience",2024-09-16,8.0,11462.08,CUST_9848,9,2024,grocery,High
"Raiyka - Wood Pressed Groundnut Oil, Pure Oil for Cooking, Kolhu/Kacchi Ghani/Chekku Natural Chemical-Free | Groundnut (Peanut Oil) Cold Pressed Oil for Cooking -1 Litre",2024-05-16,20.0,5519.6,CUST_1123,5,2024,grocery,Mid
"Udhayakrishna Ghee 500ml (Pack of 1) | Authentic and Traditional Ghee, Rich in Aroma and Flavor, Pure and Natural Ghee Perfect For Traditional Recipes",2024-04-22,10.0,8517.9,CUST_3040,4,2024,grocery,Mid
"Udhayakrishna Ghee 500ml (Pack of 1) | Authentic and Traditional Ghee, Rich in Aroma and Flavor, Pure and Natural Ghee Perfect For Traditional Recipes",2024-06-24,4.0,3407.16,CUST_2633,6,2024,grocery,Low
"Udhayakrishna Ghee 500ml (Pack of 1) | Authentic and Traditional Ghee, Rich in Aroma and Flavor, Pure and Natural Ghee Perfect For Traditional Recipes",2024-06-09,8.0,6814.32,CUST_8531,6,2024,grocery,Mid
"Udhayakrishna Ghee 500ml (Pack of 1) | Authentic and Traditional Ghee, Rich in Aroma and Flavor, Pure and Natural Ghee Perfect For Traditional Recipes",2024-04-19,10.0,8517.9,CUST_5475,4,2024,grocery,Mid
"Udhayakrishna Ghee 500ml (Pack of 1) | Authentic and Traditional Ghee, Rich in Aroma and Flavor, Pure and Natural Ghee Perfect For Traditional Recipes",2024-07-05,16.0,13628.64,CUST_4314,7,2024,grocery,High
Samskruthi Wood Pressed Coconut Oils 1 Litre | No Preservatives | Unrefined | Cooking Oil | Natural Skin and Hair | Mara Chekku | Cold Pressed Oil | Ghani | Chemical-Free | Nutrient Rich,2024-04-27,7.0,4338.04,CUST_3493,4,2024,grocery,Low
Samskruthi Wood Pressed Coconut Oils 1 Litre | No Preservatives | Unrefined | Cooking Oil | Natural Skin and Hair | Mara Chekku | Cold Pressed Oil | Ghani | Chemical-Free | Nutrient Rich,2024-09-03,8.0,4957.76,CUST_9316,9,2024,grocery,Low
Thank You Mummy Yummm A2 Cow Desi Ghee (500 Ml) | 100% Pure Gir Cow Ghee | Traditional Vedic Bilona Method | Pure A2 Ghee,2023-12-08,15.0,26375.55,CUST_3568,12,2023,grocery,Premium
Thank You Mummy Yummm A2 Cow Desi Ghee (500 Ml) | 100% Pure Gir Cow Ghee | Traditional Vedic Bilona Method | Pure A2 Ghee,2024-09-14,5.0,8791.85,CUST_4706,9,2024,grocery,Mid
Thank You Mummy Yummm A2 Cow Desi Ghee (500 Ml) | 100% Pure Gir Cow Ghee | Traditional Vedic Bilona Method | Pure A2 Ghee,2023-12-02,20.0,35167.4,CUST_7572,12,2023,grocery,Premium
Nutraj Indian Cashews (Kaju) 1kg Pouch - Whole | Dry Fruits and Nuts,2024-02-23,4.0,6768.44,CUST_7819,2,2024,grocery,Mid
"toor dal,500gm unpolished Arhar dal, mummy masale healthy pure original grocery item for home",2024-09-09,1.0,1292.94,CUST_7323,9,2024,grocery,Low
Grocery Farm Vietnamese Cassia Whole 150gm | Aromatic Sabut Dalchini | Metabolism & Blood Sugar Support | Authentic Vietnamese Spice,2023-11-13,10.0,13436.5,CUST_6626,11,2023,grocery,High
Grocery Farm Vietnamese Cassia Whole 150gm | Aromatic Sabut Dalchini | Metabolism & Blood Sugar Support | Authentic Vietnamese Spice,2023-11-18,11.0,14780.15,CUST_5928,11,2023,grocery,High
"Kellogg's Crunchy Granola Almonds & Cranberries 460g | 24% Fruit & Nut, Baked Multigrain | Whole-grain Oats, Wheat, Corn, Rice and Barley, Source of Fibre | Breakfast Cereal",2024-05-23,16.0,24729.44,CUST_7027,5,2024,grocery,Premium
"Kellogg's Crunchy Granola Almonds & Cranberries 460g | 24% Fruit & Nut, Baked Multigrain | Whole-grain Oats, Wheat, Corn, Rice and Barley, Source of Fibre | Breakfast Cereal",2024-09-19,20.0,30911.8,CUST_7593,9,2024,grocery,Premium
"Kellogg's Crunchy Granola Almonds & Cranberries 460g | 24% Fruit & Nut, Baked Multigrain | Whole-grain Oats, Wheat, Corn, Rice and Barley, Source of Fibre | Breakfast Cereal",2023-11-12,7.0,10819.13,CUST_7183,11,2023,grocery,High
"Kellogg's Crunchy Granola Almonds & Cranberries 460g | 24% Fruit & Nut, Baked Multigrain | Whole-grain Oats, Wheat, Corn, Rice and Barley, Source of Fibre | Breakfast Cereal",2024-03-14,10.0,15455.9,CUST_4089,3,2024,grocery,High
NestlÃƒÂ© Munch Crunchilicious Cereal | Get Set & Crunch | Breakfast Cereal | 300g Box |Chocolate(flavor),2023-10-30,10.0,11553.6,CUST_7399,10,2023,grocery,High
NestlÃƒÂ© Munch Crunchilicious Cereal | Get Set & Crunch | Breakfast Cereal | 300g Box |Chocolate(flavor),2023-10-27,13.0,15019.68,CUST_2024,10,2023,grocery,High
NestlÃƒÂ© Munch Crunchilicious Cereal | Get Set & Crunch | Breakfast Cereal | 300g Box |Chocolate(flavor),2024-06-20,1.0,1155.36,CUST_2678,6,2024,grocery,Low
NestlÃƒÂ© Munch Crunchilicious Cereal | Get Set & Crunch | Breakfast Cereal | 300g Box |Chocolate(flavor),2023-11-20,2.0,2310.72,CUST_6995,11,2023,grocery,Low
Natureland Organics White Peas 500 Gm - Organic Peas,2024-02-01,13.0,23600.98,CUST_4967,2,2024,grocery,Premium
Natureland Organics White Peas 500 Gm - Organic Peas,2024-06-23,11.0,19970.06,CUST_6100,6,2024,grocery,High
Natureland Organics White Peas 500 Gm - Organic Peas,2023-12-25,19.0,34493.74,CUST_5759,12,2023,grocery,Premium
Natureland Organics White Peas 500 Gm - Organic Peas,2023-10-02,12.0,21785.52,CUST_3993,10,2023,grocery,Premium
Natureland Organics White Peas 500 Gm - Organic Peas,2023-12-10,15.0,27231.9,CUST_9233,12,2023,grocery,Premium
Natureland Organics Moong Dal Yellow/Split Washed 500 Gm - Organic Healthy Pulses,2024-08-17,18.0,14154.48,CUST_6060,8,2024,grocery,High
Natureland Organics Moong Dal Yellow/Split Washed 500 Gm - Organic Healthy Pulses,2024-06-20,11.0,8649.96,CUST_6106,6,2024,grocery,Mid
Natureland Organics Moong Dal Yellow/Split Washed 500 Gm - Organic Healthy Pulses,2024-04-21,4.0,3145.44,CUST_5874,4,2024,grocery,Low
Natureland Organics Moong Dal Yellow/Split Washed 500 Gm - Organic Healthy Pulses,2024-03-31,12.0,9436.32,CUST_7450,3,2024,grocery,Mid
"Aashirvaad Organic Chana Dal, 1 Kg, 100% Organic Chana Dal, Rich in Protein",2023-11-02,7.0,6626.2,CUST_2757,11,2023,grocery,Mid
"Aashirvaad Organic Chana Dal, 1 Kg, 100% Organic Chana Dal, Rich in Protein",2023-11-25,9.0,8519.4,CUST_6606,11,2023,grocery,Mid
Grocery Farm Indian Roasted Flax Seeds 200gm | Hand-Picked Healthy Snack Only for You | Premium- Quality Alsi-seeds | Wholesome Goodness in Every Bite,2024-02-18,5.0,8624.4,CUST_2245,2,2024,grocery,Mid
"Grocery Farm American Almonds 500gm| Crunchy and Nutrient-rich Badam | A Powerhouse of Vitamin E, Magnesium & Calcium | Exquisite Taste and Authentic Quality",2024-09-09,4.0,3080.64,CUST_2773,9,2024,grocery,Low
"Eastern Kasturi Methi, 25 g",2023-12-26,9.0,14781.42,CUST_3495,12,2023,grocery,High
"Eastern Kasturi Methi, 25 g",2024-05-26,12.0,19708.56,CUST_6819,5,2024,grocery,High
"Eastern Kasturi Methi, 25 g",2024-04-08,9.0,14781.42,CUST_4672,4,2024,grocery,High
"Eastern Kasturi Methi, 25 g",2024-02-28,6.0,9854.28,CUST_8297,2,2024,grocery,Mid
"Haldiram's Snack Balls - Kachori, 210g",2024-01-19,5.0,7443.2,CUST_7022,1,2024,grocery,Mid
"Haldiram's Snack Balls - Kachori, 210g",2024-09-03,2.0,2977.28,CUST_5438,9,2024,grocery,Low
"Haldiram's Snack Balls - Kachori, 210g",2024-07-07,14.0,20840.96,CUST_2697,7,2024,grocery,Premium
"Haldiram's Snack Balls - Kachori, 210g",2023-12-26,14.0,20840.96,CUST_7195,12,2023,grocery,Premium
"Haldiram's Snack Balls - Kachori, 210g",2024-02-20,12.0,17863.68,CUST_4201,2,2024,grocery,High
"Unibic Foods Choco Chip Cookies, 500gram, Chocolate",2024-06-17,11.0,9036.61,CUST_6267,6,2024,grocery,Mid
Grocery House Home Made Ready to Eat Chakli namkeen snacks (pack of 300 gram),2024-05-23,12.0,9177.0,CUST_8597,5,2024,grocery,Mid
Grocery House Home Made Ready to Eat Chakli namkeen snacks (pack of 300 gram),2023-11-05,13.0,9941.75,CUST_5148,11,2023,grocery,Mid
Grocery House Home Made Ready to Eat Chakli namkeen snacks (pack of 300 gram),2024-06-02,14.0,10706.5,CUST_8666,6,2024,grocery,High
Grocery House Home Made Ready to Eat Chakli namkeen snacks (pack of 300 gram),2024-04-28,13.0,9941.75,CUST_6790,4,2024,grocery,Mid
Grocery House Home Made Ready to Eat Chakli namkeen snacks (pack of 300 gram),2024-08-31,5.0,3823.75,CUST_6241,8,2024,grocery,Low
"Sugar Watchers Low GI 7-Grain Atta | Diabetic Friendly | Clinically Certified Low GI | Dietician Recommended | Goodness of Jowar, Chana & Isabgol | High Protein & High Fibre | Rich in Iron, Magnesium and Calcium | Multigrain atta for entire family | 4 Kg",2024-01-16,5.0,2830.45,CUST_8302,1,2024,grocery,Low
"Sugar Watchers Low GI 7-Grain Atta | Diabetic Friendly | Clinically Certified Low GI | Dietician Recommended | Goodness of Jowar, Chana & Isabgol | High Protein & High Fibre | Rich in Iron, Magnesium and Calcium | Multigrain atta for entire family | 4 Kg",2023-10-15,1.0,566.09,CUST_3358,10,2023,grocery,Low
"Sugar Watchers Low GI 7-Grain Atta | Diabetic Friendly | Clinically Certified Low GI | Dietician Recommended | Goodness of Jowar, Chana & Isabgol | High Protein & High Fibre | Rich in Iron, Magnesium and Calcium | Multigrain atta for entire family | 4 Kg",2024-03-14,9.0,5094.81,CUST_1365,3,2024,grocery,Mid
"Amazon Brand - Vedaka Star Anise, 100 g",2024-07-14,3.0,4398.27,CUST_2377,7,2024,grocery,Low
"Amazon Brand - Vedaka Star Anise, 100 g",2024-01-08,2.0,2932.18,CUST_5020,1,2024,grocery,Low
"Amazon Brand - Vedaka Star Anise, 100 g",2024-08-10,3.0,4398.27,CUST_1202,8,2024,grocery,Low
"Amazon Brand - Vedaka Star Anise, 100 g",2024-06-28,8.0,11728.72,CUST_6218,6,2024,grocery,High
Nutraj Signature Figs (250 Gram Pack of 1) | Dried Afghani Anjeer | Non-GMO Dried Figs | High in Minerals & Vitamins | Amazing snack | Gluten Free Dry Fig,2024-03-05,7.0,10325.0,CUST_9056,3,2024,grocery,High
Sarasu's Grocery Urad Dal | Sourced from Farms | Urad Dal | 500 Grams,2024-07-04,4.0,2757.28,CUST_5566,7,2024,grocery,Low
Sarasu's Grocery Urad Dal | Sourced from Farms | Urad Dal | 500 Grams,2023-12-02,12.0,8271.84,CUST_3858,12,2023,grocery,Mid
Sarasu's Grocery Urad Dal | Sourced from Farms | Urad Dal | 500 Grams,2024-04-19,3.0,2067.96,CUST_8378,4,2024,grocery,Low
